Game_Id,Abbreviation,Name,Genres,Platforms,Total_Runs,Release_Date
975,ssfii,Super Street Fighter II - The New Challengers,Brawler,"Super Nintendo, Sega Genesis, Arcade, PlayStation, PlayStation 4, Xbox One, PC, Switch, Xbox Series X, MiSTer",171.0,2014-03-21
976,ducktales_remastered,DuckTales: Remastered,2D Platformer,"Wii U, PlayStation 3, Xbox 360, Xbox One, PC, Android, iOS",107.0,1993-09-10
977,ff13-2,Final Fantasy XIII-2,RPG,"PlayStation 3, Xbox 360, PC",97.0,2013-01-01
978,lsd,LSD: Dream Emulator,Misc,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, PlayStation 4",154.0,2011-12-15
979,resurvivor,Resident Evil: Survivor,Horror,"PlayStation 2, PlayStation, PlayStation 3",108.0,1998-10-22
980,skylanders_giants,Skylanders: Giants,Action-Adventure,"Wii U, PlayStation 3, Xbox 360, Wii, Wii Mini, WiiU Backwards Compatibility",74.0,2000-01-27
981,geometry_dash_subzero,Geometry Dash SubZero,2D Platformer,"Android, iOS",142.0,2012-10-17
982,just_one_boss,Just One Boss,Action,"Web, PICO-8",92.0,2017-12-21
983,bfm,Brave Fencer Musashi,RPG,"PlayStation 2, PlayStation, PlayStation 3",51.0,2018-02-12
984,dl4,Duck Life 4,Racing,"PC, Web",84.0,1998-07-16
985,marioparty8,Mario Party 8,Misc,"Wii U, Wii",122.0,2012-05-21
986,timespinner,Timespinner,2D Platformer,"PlayStation Vita, PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch",79.0,2007-05-29
987,gato_roboto,Gato Roboto,2D Platformer,"Xbox One, PC, Switch",68.0,2018-09-25
988,sas2_er,Swords and Sandals II: Emperor's Reign,Strategy,"PC, Web",115.0,2019-05-30
989,font,Font Game,Misc,"Android, iOS, Web",215.0,2007-01-01
990,rimworld,RimWorld,Strategy,"PC, Macintosh, Linux",126.0,2008-02-22
991,ts2,TimeSplitters 2,First-person shooter,"GameCube, Wii U, PlayStation 2, Xbox, Xbox One, Wii, Xbox Series X, Xbox Series S",71.0,2013-11-04
992,ghost_of_tsushima,Ghost of Tsushima,Action,"PlayStation 4, PlayStation 4 Pro, PlayStation 5, PS5 for backward compatible games",89.0,2002-10-09
993,gheroes,Gunstar Heroes,Action,"Wii Virtual Console, Sega Genesis, Nintendo 3DS, PlayStation 2, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Switch",85.0,2020-07-19
994,omori,OMORI,RPG,"PC, Macintosh",59.0,1993-01-01
995,hp4,Harry Potter and the Goblet of Fire,Action-Adventure,"GameCube, PlayStation 2, Xbox, PC",79.0,2020-12-25
996,swbf,Star Wars: Battlefront (2004),First-person shooter,"PlayStation 2, Xbox, PC",91.0,2005-01-01
997,sonic_generations,Sonic Generations,2D Platformer,"PlayStation 3, Xbox 360, Xbox One, PC, Xbox Series X, Xbox Series S",97.0,2004-09-20
998,swyds,Shower With Your Dad Simulator,Misc,PC,138.0,2011-11-01
999,tabs,Totally Accurate Battle Simulator,Strategy,"Xbox One, PC, Macintosh, Switch",116.0,2015-09-02
1,,,,,,2017-01-01
